id,ra,dec,ex,ey,ez,gama,rmag,rabsmag,redshift,rad,sern,pos,ba,dum_mean
898,179.09396,0.82109,-0.95457,0.29772,0.012209999999999999,12,19.7444,-19.7308,0.16377,7.3588,1.4531,-24.0286,0.5258,0.500872058782969
935,179.32979,0.7641100000000001,-0.03245,0.8912100000000001,0.45243,12,19.5786,-19.4219,0.13408399999999998,1.97734,0.9106,24.1728,0.4767,0.5014702029565681
975,179.44342,0.6647,-0.8926299999999999,-0.40896,0.18963,12,19.5131,-20.0473,0.169706,2.0887599999999997,1.383,67.7993,0.4099,0.5000101821513241
980,179.38828999999996,0.8278399999999999,0.98059,0.19135,0.04278,12,19.4942,-20.0722,0.170127,2.49954,0.4904,5.9452,0.6095,0.4970225274541812
984,179.43321,0.64898,-0.5805100000000001,0.12638,0.80438,12,19.784,-20.1884,0.20133399999999999,2.9125099999999997,1.5974,-62.7094,0.6944,0.5016793370964657
986,179.52542,0.7533,0.050480000000000004,0.91355,0.40359,12,19.5425,-19.4548,0.133903,3.7294099999999997,0.5918,73.265,0.8442,0.49747956115470454
1075,179.82211999999996,0.7497,0.83404,0.51949,0.18575,12,19.2839,-19.6783,0.131919,2.31877,1.162,81.4716,0.3923,0.5018519554293523
1085,179.79029,0.66306,0.83268,0.51699,0.19842,12,19.3134,-19.6483,0.131889,2.4957700000000003,0.5763,-41.2064,0.471,0.5012571073197988
1090,179.71967,0.66341,-0.7875300000000001,0.1278,0.60288,12,19.7405,-19.3708,0.14052,4.16881,0.633,-67.502,0.7227,0.5023967458552943
1102,179.97558,0.67576,-0.17424,0.04559,0.98365,12,18.6823,-19.8055,0.10772000000000001,2.53137,1.8041,-53.6781,0.4642,0.5022590294340045
1153,180.19663,0.81406,-0.40957,-0.86208,0.29843000000000003,12,18.7911,-19.565,0.101781,3.8752199999999997,1.2701,-62.9521,0.4997,0.5011831353520685
1174,180.20646000000002,0.8278,-0.70339,-0.01138,0.71072,12,19.0607,-20.0812,0.142349,4.7816800000000015,1.4561,32.5305,0.6635,0.4985929108416807
1177,180.2335,0.6743,0.44651,-0.36264,0.818,12,19.1486,-19.4115,0.11111199999999999,2.9700900000000003,1.3049,-63.0827,0.7203,0.5007359116411382
1194,180.37796,0.69792,-0.20859,-0.13482,0.96867,12,18.3304,-19.9956,0.100469,3.98135,0.7041,46.9979,0.8108,0.4990930372757728
1222,180.43579,0.6400399999999999,-0.12994,-0.12293,0.98387,12,17.9384,-20.4058,0.10126,5.00774,0.7413,52.2048,0.6108,0.5002434774078547
1295,180.62738000000002,0.81615,-0.11489,0.08027999999999999,0.99013,12,19.6199,-19.5948,0.146792,4.02752,0.789,46.4024,0.4825,0.4991863754517812
1300,180.76686999999998,0.73131,0.50608,0.7713300000000001,0.38593,12,19.1613,-19.2965,0.106334,3.45762,0.5556,-74.6023,0.1741,0.5010740501624924
1337,180.9545,0.8307899999999999,-0.23661,-0.18254,0.95431,12,19.1232,-20.1487,0.150375,4.3055900000000005,0.9205,14.2634,0.8326,0.5019224924420258
1391,181.36583000000002,0.74398,-0.8988,-0.42723999999999995,-0.09809,12,19.0261,-19.9472,0.13254200000000002,3.5761199999999995,0.916,76.4984,0.6078,0.4977102889905711
1424,181.73558,0.67806,-0.50198,-0.15037999999999999,0.8517,12,18.794,-19.8566,0.11550999999999999,3.4046,1.0123,-8.3622,0.2247,0.5010605485232124
1460,181.81583,0.67738,0.60668,-0.13806,0.78286,12,19.1576,-20.4562,0.173528,4.11465,0.3109,-27.0277,0.1713,0.5005793215045017
1783,183.46116999999998,0.70717,-0.0874,0.02471,0.99587,12,19.6752,-20.4366,0.213214,2.2766,0.1636,29.5034,0.3797,0.4983283139542779
1897,183.88746,0.8266899999999999,-0.98754,0.04022,0.15213,12,19.6505,-20.1226,0.185408,2.16912,0.8122,69.3208,0.4693,0.4981154929611631
2066,184.59475,0.8221200000000001,0.3718,0.35517,0.8576799999999999,12,18.3723,-20.176,0.11055599999999999,6.59697,1.2906,-2.8299,0.5604,0.4995426186963953
2103,184.70642,0.6874600000000001,0.45951000000000003,0.43626000000000004,0.77365,12,18.7936,-19.7514,0.11039500000000001,2.05703,1.0688,-27.5633,0.3836,0.5003560782506433
2254,185.12521,0.71411,0.96478,-0.11459000000000001,0.23681,12,18.8188,-20.0219,0.12528,4.96903,1.3915,-12.724,0.7658,0.4984705183760468
2498,211.96528999999998,0.82529,0.8356600000000001,0.23095,0.49833,15,19.2957,-20.2241,0.166852,2.52772,1.1234,-82.1332,0.4118,0.5002719559634701
2521,211.94654,0.8023600000000001,-0.43027,-0.73461,0.5246,15,19.6796,-20.2881,0.200942,2.87129,0.4535,-8.5773,0.8619,0.5032509081604236
2579,212.18917000000002,0.73733,0.4492600000000001,-0.019880000000000002,0.89318,15,19.3067,-20.3495,0.176617,2.80079,0.6721,79.738,0.8077,0.4987898032205707
2583,212.19662000000002,0.77253,0.46643999999999997,-0.02175,0.8842899999999999,15,19.5916,-20.0704,0.177047,4.44992,1.4469999999999998,-22.7551,0.3934,0.5017712782294578
2647,212.52007999999998,0.8239,0.81114,0.02384,0.58437,15,19.3682,-19.8964,0.149918,3.47212,1.0845,-56.6,0.1958,0.4991425179890139
2748,212.80912,0.6514800000000001,-0.07316,0.19688,0.97769,15,18.7519,-20.2823,0.136011,3.4241699999999997,1.0072,66.6915,0.5313,0.5031028318614177
2868,213.13228999999998,0.64394,0.37142,0.2883,0.8825700000000001,15,19.4389,-19.7648,0.14611500000000002,2.71605,0.5702,52.2199,0.5493,0.49931087045595407
2958,213.80057999999997,0.64779,-0.87584,-0.47468,0.08707000000000001,15,19.2935,-19.5787,0.126967,2.64647,0.9166,-89.6416,0.2893,0.506934779904667
2972,213.81117000000003,0.82836,-0.919,-0.21325999999999998,0.3316,15,19.6148,-20.1593,0.18548599999999998,3.52445,0.4356,-61.148,0.6278,0.49516466663022796
2977,213.768,0.71096,0.60888,0.55609,0.56571,15,19.6919,-19.9983,0.179141,3.78818,0.9559,89.22,0.6675,0.49922271375200905
3021,214.09207999999998,0.8024,-0.07203,0.4669100000000001,0.8813700000000001,15,18.518,-20.3136,0.12478900000000001,3.5640400000000003,1.1586,-60.2454,0.4546,0.496436454189609
3050,214.18792000000002,0.7861100000000001,-0.29814,0.48503999999999997,0.8221,15,19.5341,-19.2918,0.12448800000000004,2.1983200000000003,0.446,-25.9896,0.4405,0.5007880957973647
3051,214.19696000000002,0.77913,0.70007,0.14837,0.6984899999999999,15,18.6354,-20.2329,0.12675899999999998,2.43304,1.6662,32.0534,0.8871,0.501857697002623
3055,214.22307999999998,0.81297,-0.30701999999999996,0.48478000000000004,0.81898,15,18.6995,-20.1243,0.124377,2.07819,1.6757,38.8568,0.5399,0.4969611540108297
3125,214.42212,0.66642,-0.39056,0.52068,0.75918,15,18.3925,-20.2408,0.11465499999999999,2.76627,1.6769,39.8812,0.738,0.5007839590615606
3164,214.58683,0.8306100000000001,-0.3325,0.35336,0.87441,15,19.5034,-20.1106,0.173541,1.80405,1.8094,-65.5631,0.5423,0.4992569314078976
3204,214.73075,0.69279,0.43768,0.74998,0.49596,15,19.1657,-20.4528,0.17387,1.9018,1.3934,38.8231,0.3271,0.496118237864432
3216,214.86425,0.73421,-0.56217,-0.5284800000000001,0.6361399999999999,15,18.8008,-20.1345,0.130421,3.4433,0.0554,42.3715,0.1547,0.499038921441236
3234,214.95575,0.79673,-0.29491,0.19807,0.9347700000000001,15,19.4098,-20.1905,0.17255399999999999,3.04271,0.5095,44.9201,0.7218,0.5001446349178855
3242,215.05237000000002,0.77757,0.9898399999999999,0.11357,0.0856,15,18.7177,-19.6801,0.103625,2.10269,1.8221,62.9717,0.3339,0.4946808015695861
3251,215.0875,0.69118,0.57533,-0.37006,0.72942,15,19.1763,-19.699,0.127134,3.6306199999999995,0.9203,52.0693,0.34700000000000003,0.5036215277079324
3340,215.44887000000003,0.74032,0.06617,0.27714,0.95855,15,19.5406,-19.6596,0.145903,2.74532,0.5195,-44.9448,0.7346,0.501942469005968
3364,215.53921,0.68567,-0.6886,0.61259,-0.38804,15,19.6238,-19.6678,0.151627,2.55734,0.7789,-66.2064,0.358,0.5025523480041775
3437,215.79137999999998,0.72746,0.07926,0.49262,0.8666299999999999,15,19.1224,-20.0511,0.144266,3.50464,1.2176,-4.4651,0.5278,0.5009002118322788
3528,216.24513,0.63559,-0.41618999999999995,-0.6147600000000001,0.66997,15,19.3201,-19.6633,0.133109,7.36005,1.3635,-61.0905,0.2976,0.5016727132116743
3559,216.49492,0.7770100000000001,0.0965,-0.75668,0.64662,15,19.0121,-19.8365,0.125698,4.5548,0.8326,-59.699,0.2329,0.4989510126768837
3645,216.74558,0.7490100000000001,0.006809999999999999,-0.80409,0.5944699999999999,15,19.1745,-19.6786,0.125944,2.94055,0.9283,-64.115,0.5293,0.5030653700315547
3746,217.04828999999998,0.82511,-0.03941,0.52409,0.85075,15,19.7956,-19.0549,0.125798,2.05395,1.8045,42.0236,0.7501,0.49601656683289114
3816,217.20446,0.68921,-0.20065999999999998,0.38677,0.9000799999999999,15,19.3364,-19.5875,0.12978900000000002,4.35436,1.5203,-74.9638,0.5683,0.4983152803442268
4167,218.34446,0.83883,-0.90966,0.40492,0.09253,15,19.8526,-18.8962,0.12046,3.6386199999999995,0.8608,-57.2804,0.8381,0.4970254558760402
4173,218.31042000000002,0.71016,-0.90966,0.40492,0.09253,15,18.6833,-20.0657,0.12047100000000001,2.42801,1.3509,-74.3456,0.4019,0.5037713547484967
4182,218.38867000000002,0.6354,0.62154,-0.7729600000000001,0.12734,15,18.3548,-20.3742,0.119449,3.25665,1.7731,-8.5762,0.7016,0.4969461913103689
4332,218.92879,0.7320399999999999,0.82044,0.39565,0.41272,15,19.4145,-19.1139,0.10961099999999999,4.6615400000000005,0.9857,44.8414,0.314,0.4968650660379405
4334,218.95367000000002,0.73014,-0.22864,-0.25217,0.9402799999999999,15,18.9118,-19.8253,0.119859,4.13345,0.9211,2.6341,0.6729999999999999,0.4978457939619545
4390,219.26507999999998,0.70468,-0.47542,0.17924,0.86131,15,18.8479,-20.1996,0.136776,3.24556,0.8853,22.6161,0.6385,0.500507100315481
4430,219.44475,0.77125,-0.40601,0.32699,0.8533700000000001,15,18.8677,-20.1728,0.136372,2.63503,0.9995,-54.3226,0.5986,0.49901214677024064
4515,219.74032999999997,0.6702899999999999,-0.27868000000000004,0.95944,0.04263,15,19.3344,-19.7279,0.137638,2.47922,0.5693,33.308,0.4143,0.5002122720623636
4520,219.79871,0.69329,-0.99608,-0.07522000000000001,-0.04664,15,19.3005,-20.3986,0.179798,2.44635,0.8382,29.8016,0.61,0.5008025998338107
4760,221.12867000000003,0.78783,0.51986,0.02918,0.85375,15,19.1841,-20.4868,0.1777,4.01486,0.8136,-27.8768,0.6641,0.5015383273274733
4819,221.52342000000002,0.65168,-0.28083,0.9374299999999999,0.2058,15,19.3779,-19.3997,0.121952,4.113119999999999,1.1777,52.9417,0.1745,0.5026790422009715
4851,221.61675,0.73837,-0.2511,0.6416,0.72478,15,19.181,-20.4129,0.172096,4.39761,0.8249,29.0289,0.3105,0.49794550440408086
4908,221.93725,0.75498,-0.19737000000000002,0.92594,0.32199,15,18.8218,-19.9514,0.121723,2.23224,1.2949,-14.2539,0.2509,0.5022295528407191
5330,174.84496000000001,1.07605,0.27687,0.35424,0.89323,12,19.765,-18.7812,0.110451,4.03447,1.1237,-70.5743,0.6441,0.502146947134267
5348,174.95954,1.19482,-0.50167,0.06516,0.8626,12,18.6431,-19.8055,0.10591500000000001,3.8729699999999996,1.3047,-68.7668,0.2933,0.49847587285184336
5403,175.26792,1.05774,0.6544800000000001,0.52991,0.5393,12,19.2228,-19.3187,0.11023,2.20716,1.8338,33.9205,0.4564,0.5018044098424346
5404,175.28367,1.19346,-0.77108,0.048589999999999994,0.63489,12,18.5171,-20.4995,0.134999,3.35773,0.9386,-39.7954,0.2898,0.4993243426952252
5594,176.43283,1.10313,-0.7360800000000001,-0.17887,0.65284,12,18.6374,-19.8732,0.108774,3.58275,1.3638,63.0034,0.4267,0.5018273673912014
5629,176.67242,1.2365700000000002,0.9741200000000001,0.07982,0.21145999999999998,12,19.4829,-18.999,0.10744100000000001,4.032369999999999,1.1693,-64.2166,0.8593,0.4963813595699128
5839,177.53996,1.15967,-0.5753199999999999,-0.7955399999999999,0.19007000000000002,12,19.4181,-20.4964,0.19658499999999998,3.6093800000000003,0.84,-83.4981,0.5506,0.5054723736887594
5848,177.59986999999995,1.0917700000000001,0.37916,-0.57303,0.72655,12,18.9338,-20.4573,0.158099,3.042,1.1271,70.3491,0.879,0.5009088541451905
5867,177.67375,1.0514700000000001,0.36025999999999997,0.93086,0.06093,12,19.516,-20.0619,0.170945,3.41831,0.6379,-16.5841,0.3982,0.5048908757498907
5912,177.92933,1.07895,0.8527399999999999,-0.10008,0.51266,12,18.8624,-20.069000000000006,0.130204,3.68705,1.0689,31.7802,0.3375,0.5010287278877008
6065,178.60996,1.20108,-0.54977,0.29235,0.7824800000000001,12,19.796,-19.2844,0.138701,2.33638,0.9206,-56.7074,0.4858,0.5022092720592604
6410,180.05625,1.17666,-0.16857,0.9293299999999999,0.32852,12,19.4875,-20.4896,0.201719,2.96305,1.5698,-12.422,0.5197,0.5039192735188366
6549,180.67571,1.12805,-0.8104399999999999,0.1276,0.57175,12,19.5178,-19.971,0.164702,3.2690200000000003,0.7677,-44.2637,0.7711,0.4997963751383397
6554,180.70946,1.06311,-0.81348,0.14021,0.5644399999999999,12,19.1875,-20.3002,0.164622,3.7225900000000003,0.7224,77.6692,0.8676,0.4995131256838642
6650,181.09,1.2075,0.6902,-0.67699,0.25558000000000003,12,18.8908,-20.0919,0.133072,2.34191,1.1613,24.0012,0.7545,0.500024778584937
6696,181.18028999999999,1.2160799999999998,-0.9322299999999999,-0.35186999999999996,0.08448,12,19.8102,-19.1619,0.132471,3.10988,0.7759999999999999,31.3798,0.2431,0.49738008469376643
6853,181.86453999999998,1.19403,-0.5413899999999999,0.12516,0.8314,12,19.1412,-19.4682,0.11348499999999999,3.8119099999999997,1.4965,2.919,0.6228,0.5017817152862362
7016,182.62475,1.2445700000000002,-0.36849,0.43218999999999996,0.82306,12,19.773,-19.6348,0.15921400000000002,3.59335,0.6735,13.7808,0.6748,0.501101250353395
7062,182.90083,1.20546,-0.17893,-0.9715799999999999,0.15496,12,19.6764,-18.8688,0.11040499999999999,2.07088,0.7231,-42.1766,0.375,0.5028337473084399
7072,182.85708,1.20446,-0.49896,0.72218,0.47906000000000004,12,19.2677,-19.6382,0.128797,3.10982,1.46,36.886,0.6781,0.49981791735196396
7108,182.88978999999998,1.23349,-0.49896,0.72218,0.47906000000000004,12,19.4903,-19.4178,0.128917,3.7883699999999996,0.9983,-38.682,0.5145,0.49852334001336174
7302,183.84179,1.18129,-0.07427,0.45103000000000004,0.88941,12,19.2046,-19.6301,0.124956,3.8264,0.7842,35.3669,0.825,0.5021873865589005
7514,184.95758,1.2176200000000001,0.55085,0.59112,0.58919,12,19.2767,-19.0644,0.101121,3.6126699999999996,1.2769,21.909,0.7146,0.500447036359064
7570,185.19562,1.15296,-0.5413899999999999,-0.4925,0.68143,12,19.5674,-20.4907,0.208554,2.21866,1.2083,29.6174,0.4433,0.5000820426148074
7575,185.12971000000002,1.1749399999999999,0.30756999999999995,0.13796,0.94147,12,19.5401,-19.0643,0.11324400000000001,3.50009,0.7405,23.2061,0.858,0.5010030397649201
7625,185.28304,1.1145,-0.33955,-0.29166,0.8942200000000001,12,19.6676,-20.1479,0.188701,7.35884,0.6318,26.907,0.3117,0.4998895609527599
7833,212.20279,1.0887,-0.48931,0.71536,0.49883,15,19.2678,-19.3522,0.114001,3.9703,0.8368,81.4736,0.1754,0.5021367526403328
7870,212.75128999999998,1.08863,0.20415,-0.18227000000000002,0.9618200000000001,15,19.4581,-20.2643,0.18155,3.01344,0.5701,-79.0479,0.5870000000000001,0.49745511325929476
7874,212.88546000000002,1.0570899999999999,0.5374800000000001,0.60273,0.58977,15,18.8329,-20.3597,0.14543699999999998,3.1636599999999997,1.3981,-31.3576,0.4361,0.5021932367144191
7890,212.93346,1.05754,-0.12013,0.16994,0.97811,15,19.1824,-19.6251,0.123517,3.5653,0.6059,-76.4589,0.8225,0.5025702100090108
7969,214.59275,1.05424,-0.06215,0.35673,0.93214,15,19.7343,-19.0378,0.12166700000000001,2.99923,1.0051,70.3498,0.45,0.5048402850346079
7977,214.95038,1.07945,-0.40824,-0.47005,0.78256,15,19.3822,-19.4868,0.126795,2.90793,0.6731,-25.498,0.3545,0.5008577754242384
8193,175.35275,-1.11954,0.6681,0.18955999999999998,0.7195199999999999,12,19.6362,-20.178,0.188591,3.31851,0.6991,-81.1473,0.8396,0.5003117343727086
8205,175.36358,-1.07277,0.65046,0.22629000000000002,0.72505,12,19.5913,-20.2255,0.188801,4.74057,1.469,-59.1358,0.2138,0.4997327081236088
8242,175.66508000000005,-1.15955,0.8593,0.30430999999999997,0.41108999999999996,12,18.4261,-20.0492,0.107142,4.42664,0.9337,60.2822,0.2677,0.4992296698506829
8333,176.10313,-1.2247700000000001,0.42848,0.4784,0.76651,12,18.3805,-20.043,0.104778,5.17338,1.1678,5.1551,0.4039,0.5011943167720605
8379,176.16313,-1.16872,0.26726,-0.14384,0.95283,12,18.3515,-20.2183,0.111575,5.34281,0.7934,-73.0799,0.6252,0.5003443161095371
8416,176.29638,-1.1150200000000001,0.99119,-0.01575,-0.13153,12,19.2733,-19.2079,0.10740999999999999,4.5834,0.7567,6.5286,0.2629,0.5019198450611356
8420,176.29825,-1.21596,0.9879600000000001,-0.01083,-0.15436,12,19.8051,-18.6789,0.10754000000000001,3.75999,0.053,-33.2123,0.378,0.5022412481817395
8464,176.48617,-1.16723,-0.47703,-0.87031,0.12247000000000001,12,19.6874,-18.7849,0.106999,11.305,1.2478,38.1378,0.287,0.4998915812966813
8469,176.57879,-1.23389,-0.43073,0.5473899999999999,0.7175199999999999,12,18.7985,-20.3197,0.14093,4.50778,1.0121,-32.3827,0.2789,0.49860654495459555
8506,176.68117,-1.18275,-0.24316999999999997,-0.81403,0.52747,12,18.0468,-20.4311,0.10725799999999999,5.20474,0.7865,0.0003,0.5007,0.5006867363568924
8517,176.67633,-1.12765,-0.41098999999999997,0.55202,0.72551,12,19.4783,-19.6373,0.140779,4.83036,0.8063,53.6197,0.4498,0.502562983382522
8531,176.80579,-1.20575,0.37726,0.38650999999999996,0.8416,12,18.9405,-20.4038,0.155026,2.45718,1.5782,-18.6863,0.2783,0.498723865285791
8541,176.77658,-1.22547,-0.23219,-0.96757,0.09946,12,19.6671,-19.5452,0.146646,5.04539,1.7391,73.3741,0.3556,0.49273296815734063
8554,176.86796,-1.05406,-0.21249,0.4694,0.85703,12,19.0684,-20.0333,0.139957,5.00649,1.003,-78.3613,0.1922,0.5031935691497216
8611,177.16603999999995,-1.13411,0.77766,0.19378,0.5980800000000001,12,19.7337,-19.9601,0.179404,5.33352,0.29600000000000004,-61.40600000000001,0.1998,0.4989270449693354
8615,177.12146,-1.21086,-0.36069,-0.93229,0.02733,12,19.3649,-20.1182,0.16431600000000002,2.78973,1.3365,-47.0367,0.0732,0.5039580565277741
8664,177.37621000000001,-1.05741,-0.95204,0.21589,0.21683000000000002,12,19.1817,-19.6302,0.12374500000000001,2.9664599999999997,1.5827,-16.4324,0.6361,0.4946366508050138
8704,177.75153999999995,-1.19849,0.39259,-0.65882,0.64174,12,19.7457,-19.1503,0.12825999999999999,11.3045,1.7989,87.9992,0.3103,0.5014011074987342
8794,178.22458,-1.21845,-0.6302800000000001,0.6966600000000001,0.34268000000000004,12,19.0979,-20.4687,0.170148,2.89614,1.4728,-50.0591,0.758,0.5035508787113809
8799,178.11421,-1.19782,0.29812,0.95047,0.0879,12,19.303,-20.272,0.170739,3.2648200000000003,0.6968,74.3416,0.4082,0.4985539878800997
8802,178.17279,-1.13133,0.30612,0.08114,0.9485299999999999,12,19.6408,-20.176,0.188801,2.81503,1.0456,-81.2748,0.4374,0.49923830302079586
8803,178.20896000000005,-1.0554,0.32916999999999996,-0.0507,0.94291,12,19.3758,-20.4524,0.189691,5.52879,1.0333,3.5233,0.7459,0.49806254142176914
8825,178.31021,-1.2231100000000001,-0.40645,0.07185,0.91084,12,19.0735,-19.9574,0.13581700000000002,3.4533,0.5787,-63.5387,0.35600000000000004,0.5001280188119501
8826,178.31812,-1.08752,-0.34521999999999997,0.19405,0.91824,12,19.6673,-19.3613,0.135686,2.94266,0.6267,-23.4621,0.7342,0.49833799233456694
8986,178.98703999999995,-1.16104,-0.32704,0.62815,0.70602,12,19.5813,-19.2899,0.126913,4.23421,1.4177,-18.0849,0.2841,0.49718784915587
8992,179.02492,-1.14539,-0.031219999999999998,-0.35361,0.9348700000000001,12,19.8495,-19.0784,0.13000599999999998,5.4684300000000015,0.8486,6.3282,0.7105,0.499269789496771
8995,179.10029,-1.17581,-0.12458,0.02907,0.9917799999999999,12,19.7602,-19.1884,0.131157,3.2983,1.9934,47.8026,0.5572,0.49756840972574445
9074,179.34883,-1.22367,0.39427,-0.6564,0.6431899999999999,12,19.5693,-19.9242,0.165027,3.97974,0.8198,-12.5459,0.8984,0.4980870450042222
9116,179.45629,-1.13693,0.26645,-0.45601,0.84915,12,19.5793,-19.9261,0.165847,3.37572,0.7281,43.0352,0.2348,0.4998864376897517
9168,179.71063,-1.08997,0.48494,-0.17511,0.8568399999999999,12,19.8312,-19.4076,0.148295,2.71214,1.7874,-39.6607,0.5848,0.5012517761210087
9234,180.01346,-1.18824,-0.28767,-0.44893,0.846,12,19.3471,-19.5875,0.130382,3.3404599999999998,0.5533,-9.2317,0.3223,0.49875244197212115
9302,180.30208000000002,-1.12771,0.18799000000000002,-0.5021399999999999,0.84411,12,18.3946,-20.2801,0.116704,6.91056,1.2362,-80.09899999999998,0.1788,0.50040623102991
9419,181.21346,-1.22389,-0.4573100000000001,-0.6915,0.55919,12,19.5491,-19.007,0.11092300000000001,4.65595,1.0212,56.5071,0.8006,0.5002129692597633
9886,183.87742,-1.2039,-0.4232,-0.75344,0.50321,12,19.5499,-18.8006,0.101536,4.394430000000002,0.7508,-87.671,0.28,0.5008269034881592
9892,183.81728999999999,-1.06806,0.8574700000000001,0.10135,0.50446,12,19.1447,-19.6833,0.12460299999999999,4.7778599999999996,0.9446,69.6827,0.6739,0.5015717442895016
9970,184.175,-1.1151799999999998,-0.68572,0.6169399999999999,0.38623,12,19.0893,-19.4426,0.109773,4.26462,0.9581,-81.8164,0.3133,0.5079593531123874
9977,184.19917,-1.0819299999999998,0.60309,0.5875199999999999,0.5395399999999999,12,19.6522,-18.7841,0.105358,3.84182,0.5474,40.3928,0.1378,0.5010747212961245
9980,184.27721,-1.09858,0.61537,0.57462,0.53957,12,18.2892,-20.1486,0.10542699999999999,3.8514199999999996,0.9141,78.5876,0.7678,0.49694348897378887
10013,184.44058,-1.17116,-0.10497999999999999,0.6221899999999999,0.7758,12,19.424,-20.2548,0.178292,2.42362,1.8555,22.619,0.4374,0.49987898398213376
10022,184.49383,-1.10554,-0.19742,0.61206,0.76577,12,19.2717,-20.4038,0.178041,2.63878,0.7478,78.082,0.8006,0.5022153321649598
10493,212.85508,-1.05492,0.5760000000000001,-0.48631,0.6570600000000001,15,18.2971,-20.4323,0.11947100000000001,3.16225,1.413,4.8217,0.6498,0.4987460337522388
10638,216.83292000000003,-1.05873,0.90866,-0.4153,0.04318,15,18.5537,-19.9715,0.109464,4.5707900000000015,0.5986,-25.4426,0.2312,0.4960421018330375
10852,175.59267,-0.6621100000000001,0.6363,0.08557999999999999,0.76668,12,18.9609,-19.5582,0.109173,3.22705,1.2551,6.1536,0.4034,0.5010657730814668
10978,176.34462,-0.8142,0.88269,-0.10505999999999999,0.45807,12,18.16,-20.3236,0.107519,4.8341400000000005,1.5089,69.168,0.3657,0.5051602269153707
10991,176.35463000000001,-0.81786,0.01043,-0.07712999999999999,0.99697,12,19.477,-20.1015,0.170996,3.8074,0.7183,-87.006,0.4496,0.5010695207570643
10994,176.38538,-0.7398899999999999,0.25272,-0.22603,0.9407700000000001,12,19.252,-19.2906,0.11028199999999999,4.9139,0.9553,26.1315,0.1484,0.5023403639967958
11009,176.39700000000005,-0.8210200000000001,0.74617,0.6624899999999999,-0.0659,12,19.4533,-19.911,0.156328,3.6296800000000013,0.9668,-15.8141,0.1436,0.4961850740521113
11060,176.78158,-0.78628,-0.08663,0.9056700000000001,0.41503999999999996,12,19.2595,-20.3354,0.172165,2.60918,1.739,-17.9848,0.7490000000000001,0.49715826236203836
11063,176.82783,-0.68096,-0.74239,-0.43896,0.50613,12,19.1112,-19.6984,0.123626,3.3024,0.8772,-21.3206,0.3091,0.5034522266120598
11070,176.82617,-0.73235,-0.65957,0.39432,0.6399,12,18.5633,-20.1549,0.11890099999999999,4.99859,0.5145,12.9834,0.1974,0.5023045925000142
11154,177.16454,-0.7437199999999999,0.8408,0.1829,0.50951,12,19.2861,-20.3918,0.178221,4.92753,1.1167,17.942999999999994,0.7387,0.5000118442833551
11164,177.06011999999996,-0.81016,0.4021,-0.29984,0.86511,12,19.3128,-20.1076,0.16005,3.0590599999999997,0.9257,60.0485,0.3564,0.5010407914701978
11167,177.05163000000005,-0.8226399999999999,0.34503,-0.68713,0.6393800000000001,12,19.7236,-19.038,0.12112300000000001,5.2043,0.8424,65.2304,0.1299,0.4986176933492666
11193,177.18521,-0.7370899999999999,0.33463000000000004,-0.3378,0.8797299999999999,12,19.7208,-19.7089,0.16068,2.90908,1.5924,-64.158,0.3384,0.50148477659293
11235,177.46971000000005,-0.6341100000000001,0.03753,-0.5617800000000001,0.82644,12,19.583,-19.121,0.118177,4.3945300000000005,1.1198,-43.5195,0.7711,0.49863788033944145
